year,make,model,review,
2007,Honda,Odyssey,"If anyone can get more than 20 mpg please let me know the secret. Bought new in Sept. 2007. Best Fuel economy has been 20 mpg and that is rare. Tried K and N air filter, 0w-20 Mobil one oil, 55 mph on hwy, and fuel economy still is horrible. Fit and finish of interior plastics is well below par for Honda. Great ride, but sucks gas.",
2007,Honda,Odyssey,"great inside lighting, excellent handling in snow and on ice, true to its gas milage rating and some, huge inside",
2007,Honda,Odyssey,,
2007,Honda,Odyssey,I recently purchased a 2007 Honda Odyssey. To my surprize the well advertized mileage per gallon of 19 City and 28 Miles highway is perturbing. I found out that that I cannot even get 11 miles to a gallon for combine city and hwy driving.,
2007,Honda,Odyssey,"I went back to the dealership today 10/31/07 and asked why my brand new Odyssey was not getting the good mileage per gallon.The answer was, the Cars were tested in a controlled environment at the factory and acknowledge that they knew it can't get the advertized mileage to a gallon. They have to sell the car with what it says on the sticker, a misleading info, which says 19mile city and 28 miles hwy driving.Disgusting and deceptive at best..!!! I am frustrated.",
2007,Honda,Odyssey,"The Odyssey quality fit, form and function is beyond reproach. The fuel consumption is very satisfactory after the break in oil is changed out. The Michelin tires are this vans only drawback and that drawback is significant. THE FEELING OF INSECURITY EVEN IN A BANKED CURVE IS REMARKABLE. This is the function of the Michelin tire not the Honda suspension.",
2007,Honda,Odyssey,"The factory supplied Michelin Energy tires simply lean over much more than expected on a banked interstate ramp taken at 45 MPH posted speed limit, You feel as if you have just lost control. The tire can actually take another 20 MPH but you would imagine that at the rate of lean you are experiencing.",
2007,Honda,Odyssey,Try getting the dealer to provde the proper size GoodYear tires for the Odyssey. They are rated higher than the Michelins and are not as frightening. I am an NHRA Drag Race owner/Driver. I recommend the Honda Odyssey but not the factory chosen Michelin Energy tires.,
2007,Honda,Odyssey,I traded in a 2004 Nissan Quest for the 2007 Honda,
2007,Honda,Odyssey,"Odyssey. The Nissan looked great, but we had a lot of",
2007,Honda,Odyssey,"problems with it. We have always owned Hondas - mainly Accords (my husband drives one) and I will stick with them from now on. By far a much better ride and much more reliable. People who rode in the back of the Nissan always seemed to get car sick. Not so in the Honda. Also, the Odyssey has a much better turning radius, which I found surprising. I love my Odyssey!",
2007,Honda,Odyssey,"When I was looking for a new family vehicle, I had a Ford Explorer, which I absolutely loved. But it was out of it's warranty, and I was looking for something with better gas mileage, and a little bigger for a growing family. I didn't want to go into a large SUV, for one, the gas mileage, and two, some of them feel like I'm driving a large bus.",
2007,Honda,Odyssey,"I considered getting a Saturn Outlook, which I liked, but had some reservations. I wanted a sun roof, the kids wanted a DVD player. In the Outlook, I could only get one of the other and pay like 40000. Then a friend of ours got one, so I got to see one up close. I loved the back windows roll up and down, and howt he seats in the back pull down. So I went and drove one. And I loved it. The kids loved it. I got my SUn roof, the kids got their dvd player. I got a NPS and I like the fact that I can hide themiddle seat in the second role. So none of my three kids have to sit next to each other, but I have the option for an extra seat if I need the cargo in the back. The only thing I wish the Odyssey has was a gas mileage gauge, like on other vans and SUV, and an exterior temp guage in the van, amd I wish it had daytime running lights. But I love it and the fact that with the internet special discount, I got it for 12000 less than the Outlook.",
2007,Honda,Odyssey,"We love our new odyssey, we got it with a GPS tracking system and a DVD player, with many more features. It drives very smoothly, and it has lots of safety features. We give it a BIG thumbs UP!",
2007,Honda,Odyssey,"I have only had my Odyssey for a week but it is by far the best auto purchase I have ever made!! It drives and rides like a dream. I did not get all extras but I didnt need them, I am not one for leather but still this is a very classy ride. Everyone who rides with me tells me how comfortable it is. The salesman was extremely helpful with giving me information and that is another part of why I bought my van where I did, at Bobby Rahal in Pa. I will update my review when I have had my van longer but I was just SO HAPPY with it I had to tell someone else who may be thinking about buying the same van.",
2007,Honda,Odyssey,"I have been one of those moms who has dreaded buying the ""mommy van"". What took me so long!?! I had a CRV, which I loved but it just wasn't big enough for a family with two boys. I finally broke down and said I had to get a mini van. After researching online and through dealerships I knew I would settle for nothing but the Odyssey. The best decision I ever made on a car! I feel like I am driving from my favorite chair. It handles like a much smaller vehicle, but the room for everything is amazing. I LOVE MY MINIVAN!!! After driving it for three months, I don't want to drive anything else. Storage is excellant, seating is incredible. I can't find anything negative to say!",
2007,Honda,Odyssey,"After owning an Accord that we loved , we wanted more room for the grandkids. We put 5500 miles on one trip this summer and we could not have had a better vehicle for this trip. Plenty of room for luggage and all the things that were aquired on the trip. Twenty five and a half MPG for the highway driving.Plenty of room for the kids and grandkids,they really liked the east of getting in and out ot the third row seats. Grandpa loves the GPS Nav system. The only thing I would have done different,I would have purchased the Touring version.",
2008,Honda,Odyssey,"I like this van, however within first two years had the tire pressure monitor, front engine mount, power steering reservoir and torque converter replaced and the powertrain control module has been reprogramed several times. Now it is being recalled for brake problems. And let's just say that working with dealers and Honda customer care group has been an interesting experience.",
2008,Honda,Odyssey,"Braking problems, sloppy interior trim, road noise, lousy performance and gas milage.",
